gender,household_income,employment,age_group,race_ethnicity,education,n
Male,"$15,000 to $19,999",not in labor force,88+,chinese,"Completed some college, but no degree",1
Male,"$15,000 to $19,999",not in labor force,88+,chinese,Doctorate degree,1
Male,"$15,000 to $19,999",not in labor force,88+,chinese,High school graduate,5
Male,"$15,000 to $19,999",not in labor force,88+,chinese,Masters degree,2
Male,"$15,000 to $19,999",not in labor force,88+,chinese,Middle School - Grades 4 - 8,1
Male,"$15,000 to $19,999",not in labor force,88+,japanese,"Completed some college, but no degree",4
Male,"$15,000 to $19,999",not in labor force,88+,japanese,Completed some high school,1
Male,"$15,000 to $19,999",not in labor force,88+,japanese,High school graduate,5
Male,"$15,000 to $19,999",not in labor force,88+,japanese,Masters degree,1
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,3rd Grade or less,5
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,"College Degree (such as B.A., B.S.)",6
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,"Completed some college, but no degree",2
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,Completed some high school,1
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,Doctorate degree,1
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,High school graduate,3
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,Masters degree,3
Male,"$15,000 to $19,999",not in labor force,88+,other asian or pacific islander,Middle School - Grades 4 - 8,4
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",3rd Grade or less,4
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",Associate Degree,1
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec","College Degree (such as B.A., B.S.)",1
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec","Completed some college, but no degree",3
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",High school graduate,12
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",Masters degree,2
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",Middle School - Grades 4 - 8,3
Male,"$15,000 to $19,999",not in labor force,88+,"other race, nec",Other post high school vocational training,2
Male,"$15,000 to $19,999",not in labor force,88+,white,3rd Grade or less,80
Male,"$15,000 to $19,999",not in labor force,88+,white,Associate Degree,53
Male,"$15,000 to $19,999",not in labor force,88+,white,"College Degree (such as B.A., B.S.)",224
Male,"$15,000 to $19,999",not in labor force,88+,white,"Completed some college, but no degree",328
Male,"$15,000 to $19,999",not in labor force,88+,white,Completed some high school,209
Male,"$15,000 to $19,999",not in labor force,88+,white,Doctorate degree,19
Male,"$15,000 to $19,999",not in labor force,88+,white,High school graduate,771
Male,"$15,000 to $19,999",not in labor force,88+,white,Masters degree,95
Male,"$15,000 to $19,999",not in labor force,88+,white,Middle School - Grades 4 - 8,224
Male,"$15,000 to $19,999",not in labor force,88+,white,Other post high school vocational training,88
Male,"$150,000 to $174,999",employed,18 to 27,black/african american/negro,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",employed,18 to 27,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",employed,18 to 27,chinese,"College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",employed,18 to 27,chinese,Masters degree,4
Male,"$150,000 to $174,999",employed,18 to 27,other asian or pacific islander,"College Degree (such as B.A., B.S.)",7
Male,"$150,000 to $174,999",employed,18 to 27,other asian or pacific islander,Masters degree,1
Male,"$150,000 to $174,999",employed,18 to 27,"other race, nec","College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",employed,18 to 27,"other race, nec","Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,18 to 27,"other race, nec",High school graduate,1
Male,"$150,000 to $174,999",employed,18 to 27,white,3rd Grade or less,1
Male,"$150,000 to $174,999",employed,18 to 27,white,Associate Degree,4
Male,"$150,000 to $174,999",employed,18 to 27,white,"College Degree (such as B.A., B.S.)",61
Male,"$150,000 to $174,999",employed,18 to 27,white,"Completed some college, but no degree",17
Male,"$150,000 to $174,999",employed,18 to 27,white,Completed some high school,3
Male,"$150,000 to $174,999",employed,18 to 27,white,High school graduate,13
Male,"$150,000 to $174,999",employed,18 to 27,white,Masters degree,4
Male,"$150,000 to $174,999",employed,18 to 27,white,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",employed,18 to 27,white,Other post high school vocational training,2
Male,"$150,000 to $174,999",employed,28 to 37,american indian or alaska native,Associate Degree,2
Male,"$150,000 to $174,999",employed,28 to 37,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",employed,28 to 37,american indian or alaska native,Completed some high school,1
Male,"$150,000 to $174,999",employed,28 to 37,american indian or alaska native,Masters degree,1
Male,"$150,000 to $174,999",employed,28 to 37,american indian or alaska native,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,Associate Degree,6
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,"College Degree (such as B.A., B.S.)",19
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,"Completed some college, but no degree",5
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,Completed some high school,1
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,Doctorate degree,2
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,High school graduate,4
Male,"$150,000 to $174,999",employed,28 to 37,black/african american/negro,Masters degree,20
Male,"$150,000 to $174,999",employed,28 to 37,chinese,Associate Degree,1
Male,"$150,000 to $174,999",employed,28 to 37,chinese,"College Degree (such as B.A., B.S.)",39
Male,"$150,000 to $174,999",employed,28 to 37,chinese,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",employed,28 to 37,chinese,Doctorate degree,34
Male,"$150,000 to $174,999",employed,28 to 37,chinese,Masters degree,48
Male,"$150,000 to $174,999",employed,28 to 37,japanese,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",employed,28 to 37,japanese,Doctorate degree,1
Male,"$150,000 to $174,999",employed,28 to 37,japanese,Masters degree,2
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,Associate Degree,4
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,"College Degree (such as B.A., B.S.)",83
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,Doctorate degree,18
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,High school graduate,3
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,Masters degree,139
Male,"$150,000 to $174,999",employed,28 to 37,other asian or pacific islander,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",3rd Grade or less,1
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",Associate Degree,10
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec","College Degree (such as B.A., B.S.)",34
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec","Completed some college, but no degree",12
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",Completed some high school,1
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",Doctorate degree,5
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",High school graduate,5
Male,"$150,000 to $174,999",employed,28 to 37,"other race, nec",Masters degree,25
Male,"$150,000 to $174,999",employed,28 to 37,white,3rd Grade or less,3
Male,"$150,000 to $174,999",employed,28 to 37,white,Associate Degree,88
Male,"$150,000 to $174,999",employed,28 to 37,white,"College Degree (such as B.A., B.S.)",833
Male,"$150,000 to $174,999",employed,28 to 37,white,"Completed some college, but no degree",150
Male,"$150,000 to $174,999",employed,28 to 37,white,Completed some high school,6
Male,"$150,000 to $174,999",employed,28 to 37,white,Doctorate degree,76
Male,"$150,000 to $174,999",employed,28 to 37,white,High school graduate,103
Male,"$150,000 to $174,999",employed,28 to 37,white,Masters degree,565
Male,"$150,000 to $174,999",employed,28 to 37,white,Middle School - Grades 4 - 8,5
Male,"$150,000 to $174,999",employed,28 to 37,white,Other post high school vocational training,10
Male,"$150,000 to $174,999",employed,38 to 47,american indian or alaska native,"College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",employed,38 to 47,american indian or alaska native,"Completed some college, but no degree",4
Male,"$150,000 to $174,999",employed,38 to 47,american indian or alaska native,Masters degree,4
Male,"$150,000 to $174,999",employed,38 to 47,american indian or alaska native,Other post high school vocational training,3
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Associate Degree,5
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,"College Degree (such as B.A., B.S.)",45
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,"Completed some college, but no degree",17
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Completed some high school,1
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Doctorate degree,6
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,High school graduate,16
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Masters degree,58
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Middle School - Grades 4 - 8,2
Male,"$150,000 to $174,999",employed,38 to 47,black/african american/negro,Other post high school vocational training,2
Male,"$150,000 to $174,999",employed,38 to 47,chinese,"College Degree (such as B.A., B.S.)",55
Male,"$150,000 to $174,999",employed,38 to 47,chinese,"Completed some college, but no degree",3
Male,"$150,000 to $174,999",employed,38 to 47,chinese,Doctorate degree,34
Male,"$150,000 to $174,999",employed,38 to 47,chinese,High school graduate,2
Male,"$150,000 to $174,999",employed,38 to 47,chinese,Masters degree,70
Male,"$150,000 to $174,999",employed,38 to 47,chinese,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,38 to 47,japanese,"College Degree (such as B.A., B.S.)",13
Male,"$150,000 to $174,999",employed,38 to 47,japanese,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,38 to 47,japanese,Masters degree,8
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,3rd Grade or less,3
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,Associate Degree,10
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,"College Degree (such as B.A., B.S.)",197
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,"Completed some college, but no degree",11
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,Completed some high school,1
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,Doctorate degree,24
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,High school graduate,2
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,Masters degree,282
Male,"$150,000 to $174,999",employed,38 to 47,other asian or pacific islander,Other post high school vocational training,2
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",3rd Grade or less,1
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",Associate Degree,11
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec","College Degree (such as B.A., B.S.)",55
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec","Completed some college, but no degree",20
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",Doctorate degree,7
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",High school graduate,22
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",Masters degree,43
Male,"$150,000 to $174,999",employed,38 to 47,"other race, nec",Other post high school vocational training,6
Male,"$150,000 to $174,999",employed,38 to 47,white,3rd Grade or less,2
Male,"$150,000 to $174,999",employed,38 to 47,white,Associate Degree,166
Male,"$150,000 to $174,999",employed,38 to 47,white,"College Degree (such as B.A., B.S.)",1507
Male,"$150,000 to $174,999",employed,38 to 47,white,"Completed some college, but no degree",406
Male,"$150,000 to $174,999",employed,38 to 47,white,Completed some high school,19
Male,"$150,000 to $174,999",employed,38 to 47,white,Doctorate degree,184
Male,"$150,000 to $174,999",employed,38 to 47,white,High school graduate,200
Male,"$150,000 to $174,999",employed,38 to 47,white,Masters degree,1086
Male,"$150,000 to $174,999",employed,38 to 47,white,Middle School - Grades 4 - 8,12
Male,"$150,000 to $174,999",employed,38 to 47,white,Other post high school vocational training,30
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,Associate Degree,2
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,"Completed some college, but no degree",7
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,High school graduate,1
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,Masters degree,3
Male,"$150,000 to $174,999",employed,48 to 57,american indian or alaska native,Other post high school vocational training,2
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Associate Degree,13
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,"College Degree (such as B.A., B.S.)",53
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,"Completed some college, but no degree",40
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Completed some high school,2
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Doctorate degree,7
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,High school graduate,22
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Masters degree,74
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",employed,48 to 57,black/african american/negro,Other post high school vocational training,4
Male,"$150,000 to $174,999",employed,48 to 57,chinese,Associate Degree,4
Male,"$150,000 to $174,999",employed,48 to 57,chinese,"College Degree (such as B.A., B.S.)",36
Male,"$150,000 to $174,999",employed,48 to 57,chinese,"Completed some college, but no degree",3
Male,"$150,000 to $174,999",employed,48 to 57,chinese,Completed some high school,2
Male,"$150,000 to $174,999",employed,48 to 57,chinese,Doctorate degree,37
Male,"$150,000 to $174,999",employed,48 to 57,chinese,High school graduate,2
Male,"$150,000 to $174,999",employed,48 to 57,chinese,Masters degree,64
Male,"$150,000 to $174,999",employed,48 to 57,japanese,Associate Degree,1
Male,"$150,000 to $174,999",employed,48 to 57,japanese,"College Degree (such as B.A., B.S.)",9
Male,"$150,000 to $174,999",employed,48 to 57,japanese,High school graduate,2
Male,"$150,000 to $174,999",employed,48 to 57,japanese,Masters degree,9
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,3rd Grade or less,1
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,Associate Degree,5
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,"College Degree (such as B.A., B.S.)",124
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,"Completed some college, but no degree",12
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,Completed some high school,1
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,Doctorate degree,38
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,High school graduate,10
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,Masters degree,176
Male,"$150,000 to $174,999",employed,48 to 57,other asian or pacific islander,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Associate Degree,12
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec","College Degree (such as B.A., B.S.)",41
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec","Completed some college, but no degree",18
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Completed some high school,2
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Doctorate degree,10
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",High school graduate,20
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Masters degree,37
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Middle School - Grades 4 - 8,3
Male,"$150,000 to $174,999",employed,48 to 57,"other race, nec",Other post high school vocational training,2
Male,"$150,000 to $174,999",employed,48 to 57,white,3rd Grade or less,2
Male,"$150,000 to $174,999",employed,48 to 57,white,Associate Degree,295
Male,"$150,000 to $174,999",employed,48 to 57,white,"College Degree (such as B.A., B.S.)",2075
Male,"$150,000 to $174,999",employed,48 to 57,white,"Completed some college, but no degree",615
Male,"$150,000 to $174,999",employed,48 to 57,white,Completed some high school,22
Male,"$150,000 to $174,999",employed,48 to 57,white,Doctorate degree,209
Male,"$150,000 to $174,999",employed,48 to 57,white,High school graduate,380
Male,"$150,000 to $174,999",employed,48 to 57,white,Masters degree,1424
Male,"$150,000 to $174,999",employed,48 to 57,white,Middle School - Grades 4 - 8,8
Male,"$150,000 to $174,999",employed,48 to 57,white,Other post high school vocational training,51
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,Associate Degree,1
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,"Completed some college, but no degree",5
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,High school graduate,3
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,Masters degree,1
Male,"$150,000 to $174,999",employed,58 to 67,american indian or alaska native,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,Associate Degree,6
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,"College Degree (such as B.A., B.S.)",38
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,"Completed some college, but no degree",23
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,Completed some high school,2
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,Doctorate degree,8
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,High school graduate,10
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,Masters degree,48
Male,"$150,000 to $174,999",employed,58 to 67,black/african american/negro,Other post high school vocational training,3
Male,"$150,000 to $174,999",employed,58 to 67,chinese,Associate Degree,4
Male,"$150,000 to $174,999",employed,58 to 67,chinese,"College Degree (such as B.A., B.S.)",23
Male,"$150,000 to $174,999",employed,58 to 67,chinese,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",employed,58 to 67,chinese,Doctorate degree,20
Male,"$150,000 to $174,999",employed,58 to 67,chinese,Masters degree,49
Male,"$150,000 to $174,999",employed,58 to 67,japanese,"College Degree (such as B.A., B.S.)",10
Male,"$150,000 to $174,999",employed,58 to 67,japanese,"Completed some college, but no degree",2
Male,"$150,000 to $174,999",employed,58 to 67,japanese,Doctorate degree,3
Male,"$150,000 to $174,999",employed,58 to 67,japanese,High school graduate,1
Male,"$150,000 to $174,999",employed,58 to 67,japanese,Masters degree,7
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,3rd Grade or less,2
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,Associate Degree,5
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,"College Degree (such as B.A., B.S.)",43
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,"Completed some college, but no degree",8
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,Completed some high school,2
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,Doctorate degree,15
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,High school graduate,4
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,Masters degree,45
Male,"$150,000 to $174,999",employed,58 to 67,other asian or pacific islander,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Associate Degree,7
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec","College Degree (such as B.A., B.S.)",33
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec","Completed some college, but no degree",17
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Completed some high school,1
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Doctorate degree,2
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",High school graduate,9
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Masters degree,22
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Middle School - Grades 4 - 8,2
Male,"$150,000 to $174,999",employed,58 to 67,"other race, nec",Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,58 to 67,white,3rd Grade or less,5
Male,"$150,000 to $174,999",employed,58 to 67,white,Associate Degree,235
Male,"$150,000 to $174,999",employed,58 to 67,white,"College Degree (such as B.A., B.S.)",1469
Male,"$150,000 to $174,999",employed,58 to 67,white,"Completed some college, but no degree",561
Male,"$150,000 to $174,999",employed,58 to 67,white,Completed some high school,22
Male,"$150,000 to $174,999",employed,58 to 67,white,Doctorate degree,232
Male,"$150,000 to $174,999",employed,58 to 67,white,High school graduate,312
Male,"$150,000 to $174,999",employed,58 to 67,white,Masters degree,1207
Male,"$150,000 to $174,999",employed,58 to 67,white,Middle School - Grades 4 - 8,7
Male,"$150,000 to $174,999",employed,58 to 67,white,Other post high school vocational training,29
Male,"$150,000 to $174,999",employed,68 to 77,american indian or alaska native,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",employed,68 to 77,american indian or alaska native,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,68 to 77,american indian or alaska native,Doctorate degree,2
Male,"$150,000 to $174,999",employed,68 to 77,american indian or alaska native,High school graduate,2
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,Associate Degree,3
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,"College Degree (such as B.A., B.S.)",13
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,"Completed some college, but no degree",9
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,Completed some high school,2
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,Doctorate degree,2
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,High school graduate,8
Male,"$150,000 to $174,999",employed,68 to 77,black/african american/negro,Masters degree,13
Male,"$150,000 to $174,999",employed,68 to 77,chinese,Associate Degree,2
Male,"$150,000 to $174,999",employed,68 to 77,chinese,"College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",employed,68 to 77,chinese,Masters degree,11
Male,"$150,000 to $174,999",employed,68 to 77,chinese,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",employed,68 to 77,japanese,"College Degree (such as B.A., B.S.)",3
Male,"$150,000 to $174,999",employed,68 to 77,japanese,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,68 to 77,japanese,Doctorate degree,1
Male,"$150,000 to $174,999",employed,68 to 77,japanese,High school graduate,1
Male,"$150,000 to $174,999",employed,68 to 77,japanese,Masters degree,1
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,3rd Grade or less,1
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,Associate Degree,1
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,"College Degree (such as B.A., B.S.)",3
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,Doctorate degree,7
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,High school graduate,1
Male,"$150,000 to $174,999",employed,68 to 77,other asian or pacific islander,Masters degree,19
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",Associate Degree,1
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec","College Degree (such as B.A., B.S.)",4
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec","Completed some college, but no degree",2
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",Completed some high school,1
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",Doctorate degree,1
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",High school graduate,3
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",Masters degree,7
Male,"$150,000 to $174,999",employed,68 to 77,"other race, nec",Middle School - Grades 4 - 8,3
Male,"$150,000 to $174,999",employed,68 to 77,white,3rd Grade or less,2
Male,"$150,000 to $174,999",employed,68 to 77,white,Associate Degree,39
Male,"$150,000 to $174,999",employed,68 to 77,white,"College Degree (such as B.A., B.S.)",374
Male,"$150,000 to $174,999",employed,68 to 77,white,"Completed some college, but no degree",158
Male,"$150,000 to $174,999",employed,68 to 77,white,Completed some high school,2
Male,"$150,000 to $174,999",employed,68 to 77,white,Doctorate degree,125
Male,"$150,000 to $174,999",employed,68 to 77,white,High school graduate,93
Male,"$150,000 to $174,999",employed,68 to 77,white,Masters degree,417
Male,"$150,000 to $174,999",employed,68 to 77,white,Middle School - Grades 4 - 8,6
Male,"$150,000 to $174,999",employed,68 to 77,white,Other post high school vocational training,9
Male,"$150,000 to $174,999",employed,78 to 87,black/african american/negro,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",employed,78 to 87,black/african american/negro,High school graduate,1
Male,"$150,000 to $174,999",employed,78 to 87,black/african american/negro,Masters degree,2
Male,"$150,000 to $174,999",employed,78 to 87,chinese,Doctorate degree,1
Male,"$150,000 to $174,999",employed,78 to 87,japanese,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",employed,78 to 87,other asian or pacific islander,Doctorate degree,1
Male,"$150,000 to $174,999",employed,78 to 87,other asian or pacific islander,Masters degree,1
Male,"$150,000 to $174,999",employed,78 to 87,"other race, nec",Associate Degree,1
Male,"$150,000 to $174,999",employed,78 to 87,"other race, nec",Masters degree,1
Male,"$150,000 to $174,999",employed,78 to 87,white,Associate Degree,5
Male,"$150,000 to $174,999",employed,78 to 87,white,"College Degree (such as B.A., B.S.)",37
Male,"$150,000 to $174,999",employed,78 to 87,white,"Completed some college, but no degree",14
Male,"$150,000 to $174,999",employed,78 to 87,white,Completed some high school,1
Male,"$150,000 to $174,999",employed,78 to 87,white,Doctorate degree,29
Male,"$150,000 to $174,999",employed,78 to 87,white,High school graduate,18
Male,"$150,000 to $174,999",employed,78 to 87,white,Masters degree,52
Male,"$150,000 to $174,999",employed,78 to 87,white,Middle School - Grades 4 - 8,1
Male,"$150,000 to $174,999",employed,78 to 87,white,Other post high school vocational training,1
Male,"$150,000 to $174,999",employed,88+,white,"College Degree (such as B.A., B.S.)",7
Male,"$150,000 to $174,999",employed,88+,white,"Completed some college, but no degree",4
Male,"$150,000 to $174,999",employed,88+,white,Completed some high school,1
Male,"$150,000 to $174,999",employed,88+,white,Doctorate degree,1
Male,"$150,000 to $174,999",employed,88+,white,High school graduate,3
Male,"$150,000 to $174,999",employed,88+,white,Masters degree,8
Male,"$150,000 to $174,999",unemployed,18 to 27,"other race, nec","College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",unemployed,18 to 27,"other race, nec",High school graduate,1
Male,"$150,000 to $174,999",unemployed,28 to 37,black/african american/negro,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",unemployed,28 to 37,white,Associate Degree,1
Male,"$150,000 to $174,999",unemployed,28 to 37,white,"College Degree (such as B.A., B.S.)",1
Male,"$150,000 to $174,999",unemployed,28 to 37,white,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",unemployed,28 to 37,white,High school graduate,2
Male,"$150,000 to $174,999",unemployed,38 to 47,black/african american/negro,"College Degree (such as B.A., B.S.)",2
Male,"$150,000 to $174,999",unemployed,38 to 47,black/african american/negro,"Completed some college, but no degree",1
Male,"$150,000 to $174,999",unemployed,38 to 47,other asian or pacific islander,Other post high school vocational training,1
Male,"$150,000 to $174,999",unemployed,38 to 47,"other race, nec",High school graduate,1
Male,"$150,000 to $174,999",unemployed,38 to 47,white,"College Degree (such as B.A., B.S.)",5
